stop_id,stop_name,stop_lat,stop_lon
1009104,SA872 TAMAN KLANG INDAH,3.022705,101.481839
1009105,SA873 DESA LATANIA,3.021527,101.482519
1009109,SA874 TAMAN KANDIS PERMAI (UTARA),3.018029,101.484477
1009111,SA876 TAMAN SENTOSA PERDANA,3.014196,101.486744
1009113,SA877 SJKT BATU AMPAT (OPP),3.011562,101.488294
1009115,SA878 KG JAWA BATU 9,3.008646,101.490004
1009117,SA879 AMJ INDUSTRIAL PARK (UTARA),3.006959,101.490994
1009118,SA880 AMJ INDUSTRIAL PARK (SELATAN),3.005507,101.491858
1008437,TAMAN SENTOSA PERDANA,3.005074,101.482971
1008439,PASARAYA NSK (OPP),3.006793,101.478474
1009128,TAMAN MEWAH JAYA,3.007778,101.472266
1009127,KOMERSIAL TAMAN SENTOSA,3.001896,101.470108
1009125,IMPIAN SENTOSA APARTMENT,2.997725,101.468569
1009122,PERUMAHAN JALAN DATO ABDUL HAMID,2.994264,101.470038
1009121,KILANG INTERGREEN (OPP),2.993217,101.488957
1001831,KL195 LRT TAMAN MELATI,3.219456665,101.7215253
1000721,PERUMAHAN AWAM SRI LANGKAWI,3.219765,101.720774
1003746,KL934 SURAU NURUL MUSTAQIM,3.218971,101.719572
1001351,SL310 FLAT GOMBAK SETIA (OPP),3.220264,101.718291
1003346,SL208 SK GOMBAK SETIA,3.219087811,101.7151326
1000558,SL317 GOMBAK SETIA,3.22155717,101.7131682
1004217,SL318 GOMBAK SETIA,3.224808139,101.7141204
1002973,SL103 KG TENGAH GOMBAK,3.227421,101.713756
1000559,SL104 TAMAN BUKIT LELA,3.228916269,101.7134518
1001948,SL105 DEWAN DATIN ZALEHA,3.230144256,101.7126332
1001051,SL214 JEJANTAS SPG 3,3.233572,101.709758
1003974,SL215 HAB BAS GREENWOOD,3.234012,101.706193
1000848,SL233 GERAI MAKAN MPS,3.234336,101.704795
1002908,SL216 PADANG TAMAN GREENWOOD,3.232418,101.703919
1003459,SL218 SMK SERI GOMBAK (OPP),3.230448,101.703496
1002943,SL219 PERUMAHAN JLN BERJAYA 4,3.228962637,101.7028593
1002858,SL227 DEWAN MPS GOMBAK (OPP),3.227882,101.702275
1001521,SL502 TAMAN GREENWOOD INDAH,3.224327,101.700559
1002938,KL939 KG LEMBAH MELEWAR (TIMUR),3.218263,101.700709
1001789,PERUMAHAN LEMBAH MELEWAR,3.2184703,101.6953999
1006202,KL2329 MASJID BILAL BIN RABAH,3.220886,101.694812
1006203,(M) KL2330 BOMBA GOMBAK SELATAN,3.223161,101.696042
1000382,DEWAN KOMUNITI CHANGKAT DESA,3.22351,101.698533
1001520,SL223 TAMAN GREENWOOD INDAH,3.224501524,101.7005064
1002857,SL224 TAMAN GOMBAK (SELATAN),3.225944,101.701231
1002942,SL226 DEWAN MPS GOMBAK,3.228312,101.702355
1003458,SL229 SMK SERI GOMBAK (TIMUR),3.230689,101.703473
1002218,SL230 PADANG TAMAN GREENWOOD,3.231905,101.703552
1007532,SL231 PADANG TAMAN GREENWOOD,3.232677,101.703935
1000847,SL232 TAMAN GREENWOOD (UTARA),3.234478,101.704747
1003973,SL212 HAB BAS GREENWOOD (OPP),3.234304,101.706215
1001052,SL213 JEJANTAS SPG 3,3.233993,101.709501
1000557,SL109 DEWAN DATIN ZALEHA (OPP),3.231048376,101.7124181
1007550,SL490 KG TENGAH GOMBAK,3.229478,101.713428
1003975,SL110 PANGSAPURI SRI HARMONIS,3.227791,101.713998
1004218,SL111 KG TGH GOMBAK (SELATAN),3.224820124,101.7143626
1001548,SL112 MASJID BATU 6 (OPP),3.222574543,101.7138616
1003449,SL173 GOMBAK SETIA,3.220075586,101.7130105
1003345,SL210 SMK GOMBAK SETIA,3.219191,101.715016
1001648,KL932 APT MELATI IMPIAN,3.217985,101.717159
1000768,KL933 M3 MALL,3.217839,101.719101
1000772,KL1495 PERUMAHAN AWAM SRI LANGKAWI (OPP),3.219279,101.720216
1000786,KL1601 APT SRI TIOMAN,3.221334,101.720317
1001914,KL2070 SRA SALAHUDIN AL-AYUBI (OPP),3.223567,101.720227
1003217,KL196 TAMAN PERWIRA 1,3.225053,101.721701
1003567,KL187 TAMAN CEMERLANG,3.226197768,101.7228477
1001322,KL198 FLAT TAMAN MELATI E6,3.227109,101.725318
1000795,KL2071 FLAT TAMAN MELATI BLOK D,3.225213011,101.7257052
1002951,KL200 PERUMAHAN JLN TAMAN MELATI 6,3.223533,101.724053
1003687,KL1600 TAMAN MASTIKA,3.219723694,101.723416
1001827,(M) KL746 LRT SRI RAMPAI,3.198835928,101.7375262
1004212,WANGSA 9 RESIDENCY,3.198697,101.739854
1000986,KL747 WANGSA WALK (TIMUR),3.199022,101.743877
1000450,KL2106 AEON BIG WANGSA MAJU,3.195350294,101.7421385
1002626,(M) KL750 SHELL WANGSA MAJU,3.196479661,101.7446947
1006745,WANGSA WALK MALL,3.199117,101.741457
1006746,LRT SRI RAMPAI (OPP),3.198298,101.739574
1008647,INFINITI 3 RESIDENCES,3.194424,101.737616
1007524,KL725 RAMPAI COURT (SELATAN),3.192312,101.734184
1003859,KL726 TAMAN MEGAN SETAPAK,3.194451,101.730545
1003850,MASJID ABU UBAIDAH,3.194386,101.728885
1002273,KL713 TAMAN SETAPAK JAYA (UTARA),3.192257,101.727729
1002972,(M) KL717 TAMAN SRI RAMPAI (BARAT),3.191569521,101.7294718
1004237,KL714 SMK TAMAN SRI RAMPAI,3.191344,101.732723
1001006,KL2088 ITBM WANGSA MAJU (TIMUR),3.189761,101.735855
1000751,KL2089 SRI LEDANG SEKSYEN 10,3.188151,101.736384
1003617,KL723 SURAU DARUL HUDA,3.186976677,101.7358699
1000623,(M) KL724 ITBM WANGSA MAJU (OPP),3.189512331,101.7350632
1008491,AVILA RESIDENCES,3.192218,101.737081
1003603,KL820 WANGSA 118,3.195604,101.741666
1000458,KL821 KOMERSIAL WANGSA DELIMA,3.197132,101.742443
1001259,AJ359 HENTIAN TAMAN MELAWATI,3.227956,101.745649
1000355,AJ360 TAMAN MELAWATI E,3.225955,101.744082
1002285,AJ361 KOMERSIAL TAMAN MELAWATI E,3.222248,101.741187
1003835,AJ363 KG KLANG GATE,3.219578,101.739467
1003099,AJ366 ISKL MELAWATI (OPP),3.219346,101.742543
1000498,AJ367 MM RESIDENCY,3.215858,101.745914
1006121,KOMERSIAL TAMAN MELAWATI (OPP),3.212368,101.750343
1003410,AJ351 SMK TAMAN MELAWATI,3.214854614,101.7503968
1002231,AJ352 TAMAN MELAWATI A (UTARA),3.217931434,101.748631
1000663,AJ353 TAMAN MELAWATI A (UTARA),3.221620334,101.7481373
1007533,AJ457 BUKIT MELAWATI (TIMUR),3.221104,101.748335
1000664,AJ374 TAMAN MELAWATI A (UTARA),3.218451,101.748741
1007534,SJK TAMIL TAMAN MELAWATI,3.216683,101.749693
1003472,AJ458 SMK TAMAN MELAWATI,3.214588,101.75088
1003073,AJ377 SK TAMAN MELAWATI 2,3.212175644,101.7521888
1003885,AJ378 TELEKOM MELAWATI,3.210046,101.753108
1000868,AJ490 KOMERSIAL TAMAN PERMATA/MELAWATI MALL,3.208423,101.749562
1002463,KL184 KOMERSIAL WANGSA MELAWATI,3.209891036,101.7439301
1003775,KL185 DATARAN WANGSA MAJU (OPP),3.207706145,101.74234
1001835,(M) KL192 LRT WANGSA MAJU,3.204959,101.732321
1000750,KL193 TAR VILLA,3.206962464,101.7297553
1003848,KL169 TAR VILLA,3.207445596,101.7295288
1001834,KL170 LRT WANGSA MAJU,3.205606,101.731913
1000551,KL171 PERUMAHAN DESA SETAPAK,3.204420892,101.7333868
1006132,KL1617 DATARAN WANGSA MAJU,3.207986,101.742255
1002462,KL1616 PETRONAS WANGSA MELAWATI,3.20998823,101.7435974
1001368,AJ489 MELAWATI MALL,3.208921,101.748699
1000430,AJ473 TAMAN MELAWATI B,3.210784317,101.7526521
1006122,AJ368 KOMERSIAL TAMAN MELAWATI,3.212178,101.750447
1000543,AJ369 SERINI MELAWATI,3.212327,101.748373
1000497,AJ370 KK CLUB BERHAD,3.215675,101.745821
1003098,AJ371 KL INTERNATIONAL SCHOOL (TIMUR),3.220262,101.741434
1002734,AJ372 KOMERSIAL TAMAN MELAWATI E,3.222237,101.740747
1003069,AJ373 TAMAN MELAWATI I,3.225782,101.743698
1003663,AJ356 SK TAMAN MELAWATI,3.224281915,101.7473516
1003827,AJ357 TADIKA WATI,3.225163,101.748794
1000852,AJ358 TAMAN MELAWATI H,3.228459,101.748052
1000966,AJ52 HUB SRI NILAM,3.139852738,101.7693092
1008403,PERUMAHAN JLN WAWASAN 3/2,3.143354,101.769523
1008070,AJ309 AMPANG WATERFRONT 2,3.144168,101.771472
1008071,AJ62 AMPANG WATERFRONT 2 (TIMUR),3.143442,101.773506
1003580,AJ310 TAMAN SRI AMPANG,3.143422,101.774898
1001284,AJ431 KOMERSIAL AMPANG,3.143416,101.778513
1006886,AJ128 AEON BIG AMPANG (OPP),3.140652,101.780257
1006887,RENJANA AMPANG (OPP),3.136576,101.780065
1006888,TAMAN DAGANG JAYA,3.133527,101.779228
1006889,KG TASIK PERMAI,3.130534,101.778774
1008072,SPG KG TASIK PERMAI,3.128767,101.778593
1003577,SPG TAMAN SRI BAYU,3.125670503,101.7771406
1002292,PASAR TASEK TAMBAHAN,3.122739572,101.7748038
1004109,TAMAN TASIK TAMBAHAN,3.121595,101.771667
1001577,AJ153 TAMAN PUTRA AMPANG BARAT,3.120654,101.766083
1002688,AJ428 PARAGON POINT (UTARA),3.120681,101.762941
1003220,AJ155 SMK PANDAN MEWAH,3.125219,101.762831
1008069,AJ156 HOSPITAL AMPANG,3.12755,101.762898
1001647,AJ337 APARTMENT PANDAN MEWAH,3.129739,101.762947
1000682,AJ430 FLAT BAYU MURNI (OPP),3.133726,101.765691
1000080,AJ424 KG AMPANG CAMPURAN,3.13435,101.7674
1006893,AJ322 SMK BANDAR BARU AMPANG,3.137365,101.769085
1002241,AJ276 PANDAN HEIGHT,3.112722443,101.7386335
1002245,AJ277 PANDAN VISTA,3.115183,101.73894
1002242,AJ278 PANDAN PERDANA DELUXE,3.116378,101.73961
1002410,AJ470 PERDANA VILLA,3.118058,101.740585
1002247,AJ279 PANDAN PERDANA (BARAT),3.119833,101.741585
1008085,PLAZA PANDAN,3.119839,101.742327
1003125,AJ273 SK PANDAN PERDANA,3.115781,101.741784
1008086,STADIUM MPAJ,3.114366,101.741958
1008087,AJ274 KOMERSIAL PANDAN PERDANA,3.113278,101.744602
1003057,AJ331 TAMAN KENCANA (BARAT),3.119608,101.748577
1003990,AJ332 TAMAN KENCANA (TIMUR),3.11964,101.750297
1006901,AJ168 TAMAN KENCANA (UTARA),3.120468,101.75124
1003350,AJ169 SMK PANDAN INDAH (OPP),3.122488,101.751166
1006899,AJ239 SK PANDAN INDAH,3.125026,101.751489
1006897,FLAT LEMBAH MAJU,3.125075,101.754399
1003825,AJ236 TAMAN LEMBAH MAJU,3.123595,101.755247
1003326,AJ237 SK TAMAN MUDA,3.12050835,101.7554294
1002044,AJ230 TAMAN MUDA (BARAT),3.119856,101.756687
1001177,AJ231 TAMAN MUDA (TIMUR),3.119988964,101.7591467
1001755,AJ242 KOMERSIAL TAMAN MUDA,3.121373,101.760082
1001651,AJ157 PANDAN MEWAH HEIGHTS,3.130923,101.762139
1000992,AJ158 FLAT 610,3.130479,101.760369
1003749,AJ159 SURAU MADRASATUL SOFWA,3.129884167,101.7589606
1000610,AJ160 APARTMENT BUNGA RAYA,3.129247333,101.757267
1002238,AJ161 MENARA MPAJ,3.128996,101.753841
1006895,AJ228 MIDPOINT COMPLEX,3.131597,101.752703
1000728,AJ179 APARTMENT MERPATI,3.133868,101.7563377
1000354,AJ223 APARTMENT MERPATI,3.134151,101.757526
1000134,AJ423 APARTMENT NURI COURT,3.135695,101.756302
1000129,AJ224 APARTMENT KENARI COURT,3.136451,101.754541
1003522,AJ225 PANGSAPURI DAHLIA,3.136262,101.752881
1000704,AJ226 PANGSAPURI DAHLIA,3.134203333,101.7515104
1008088,KOMERSIAL PANDAN INDAH,3.133105,101.751201
1001334,AJ269 TAMAN MAJU JAYA,3.130447974,101.7429802
1002794,AJ270 CHERAS INDAH NIGHT MARKET,3.128708,101.742922
1003776,AJ271 TAMAN CHERAS INDAH,3.124393,101.742457
1000009,AJ272 PANDAN PERDANA (TIMUR),3.12019,101.743645
1003537,AJ275 PANDAN PERDANA (SELATAN),3.114246579,101.7410574
1006874,KOMERSIAL BANDAR BARU AMPANG,3.144269,101.768303
1006875,AMPANG PRIMA,3.145074,101.766307
1003422,AJ48 SPECTRUM MALL (OPP),3.145375,101.765176
1006876,AJ103 DEWAN KOMUNITI AMPANG,3.14467,101.763237
1006877,PLAZA AMPANG JAYA,3.14391,101.762358
1006878,MEWAH COURT,3.142431,101.761617
1006879,METRO VILLA (OPP),3.140876,101.760722
1006880,AJ198 LRT CAHAYA,3.14022,101.758112
1006881,SPG JLN CAHAYA 3,3.142144,101.755633
1006882,APARTMENT TAMAN NIRWANA (OPP),3.143996,101.755369
1001527,AJ440 GALAXY AMPANG,3.146583,101.756626
1006883,IPD AMPANG JAYA,3.148641,101.756975
1001783,AJ31 LRT AMPANG (OPP),3.151348,101.760686
1000602,AJ32 DEWAN DATO AHMAD RAZALI,3.148583,101.764107
1000088,AJ61 AMPANG WATERFRONT (BARAT),3.147362,101.766674
1003505,AJ435 AMPANG WATERFRONT (TIMUR),3.146458,101.768487
1006885,PERUMAHAN JLN WAWASAN 1/2,3.143673,101.769793
1006414,HENTIAN BANTING,2.811984,101.503445
1006367,LG115 PEJABAT PERTANIAN,2.817882,101.518711
1006369,LG116 JKR KUALA LANGAT,2.819277,101.521956
1006371,LG117 KAFA INTEGRASI,2.820608,101.525184
1006373,LG118 SMK BANTING (OPP),2.822258,101.529163
1006375,LG119 AIMPOINT PLAZA (OPP),2.824055,101.533376
1006377,LG120 SMK SG MANGGIS,2.825598,101.536892
1006379,LG121 SJKT MANGGIS,2.826731,101.540579
1006381,LG122 MAHKOTA INDUSTRIAL BANTING,2.830321,101.549008
1006383,LG124 KG SG MANGGIS,2.833871,101.554631
1006385,LG125 KG OLAK LEMPIT (BARAT),2.835663,101.560635
1006387,LG126 TAMAN DESA IDAMAN 2,2.837151,101.567174
1006388,"LG127 TAMAN DESA IDAMAN,KG OLAK LEMPIT",2.837348,101.573825
1006390,LG129 PERUMAHAN TAMAN MERBAH,2.836944,101.582561
1006392,LG130 SRA OLAK LEMPIT,2.836604,101.586811
1006394,LG131 KG OLAK LEMPIT (TIMUR),2.835566,101.595052
1006396,LG132 KOMPLEKS NIAGA,2.835158,101.597981
1006398,LG133 TAMAN NURI INDAH,2.833833,101.606184
1006400,PERUSAHAAN OLAK LEMPIT,2.826847,101.609873
1006402,KOLEJ MARA BANTING,2.812737,101.624357
1006404,LG145 GENTING SANYEN (OPP),2.802827,101.653231
1002838,TAMAN LANGAT MURNI,2.799123,101.657588
1006406,LG146 APARTMENT LANGAT UTAMA,2.796264,101.660854
1006408,MITSUI,2.778686,101.678057
1006409,KLIA 2,2.745307,101.684533
1008290,KOMPLEKS TABUNG HAJI,2.788397,101.678793
1006407,LG147 APARTMENT LANGAT UTAMA,2.798963,101.657267
1006405,LG148 GENTING SANYEN,2.802627,101.653074
1006403,TADOM HILL,2.812211,101.624274
1006399,LG9 TAMAN NURI INDAH,2.833607,101.605377
1006397,LG10 KOMPLEKS NIAGA,2.834976,101.598232
1006395,LG11 KG OLAK LEMPIT (TIMUR),2.835518,101.594453
1006393,LG12 SK OLAK LEMPIT,2.836452,101.586649
1006391,LG13 PERUMAHAN TAMAN MERBAH,2.836806,101.582108
1006413,LG14 TAMAN MERBAH RIMBA,2.836925,101.579386
1006389,"LG15 TAMAN DESA IDAMAN,KG OLAK LEMPIT",2.837193,101.574031
1006386,LG17 KG OLAK LEMPIT (BARAT),2.835499,101.560656
1006384,LG18 KG SG MANGGIS,2.833268,101.554115
1006382,LG19 MAHKOTA INDUSTRIAL (OPP),2.831658,101.551535
1006380,LG21 KOMPLEKS PENGHULU MANGGIS,2.826558,101.540526
1006378,LG22 SMK SG MANGGIS (OPP),2.825643,101.537589
1006376,LG23 AIMPOINT PLAZA,2.823871,101.533347
1006374,LG25 SMK BANTING,2.821658,101.528247
1006372,LG26 SMK TELOK DATOK,2.820041,101.524656
1006370,LG27 TAMAN SRI TELOK DATOK,2.818938,101.521836
1006368,LG28 PEJABAT PERTANIAN (OPP),2.817628,101.518756
1008466,BD553 TAMAN RAKYAT,3.018983,101.450322
1008467,BD550 SRI TANJUNG 1,3.025424,101.451329
1008468,BD551 SRI DAMAK 11,3.021167,101.450678
1008469,BD554 SMK SRI ANDALAS,3.018844,101.450524
1008465,BD555 SJKT SIMPANG LIMA,3.015913,101.445624
1008463,KAWASAN PERNIAGAAN SRI ANDALAS,3.014493,101.442629
1008464,BD535 TAMAN SRI ANDALAS,3.016214,101.445547
1008471,BD537 TAMAN SAUJANA (BARAT),3.013703,101.458923
1008473,BD538 TAMAN SAUJANA (TIMUR),3.012166,101.462921
1008443,TAMAN SAUJANA JATI,3.016154,101.466786
1008445,BUNGA RAYA RESIDENCE,3.020516,101.466862
1008447,BD543 SK KAMPUNG JAWA,3.024986,101.466424
1008448,BD544 SK KAMPUNG JAWA (OPP),3.025083,101.466582
1008446,TAMAN SAGA 3,3.020639,101.467021
1008444,TAMAN SEJATI 5,3.016177,101.466968
1008474,BD545 TAMAN SAUJANA (TIMUR),3.012132,101.462341
1008472,BD546 TAMAN SAUJANA (BARAT),3.013201,101.459463
1008470,BD547 DEWAN SUKAN KLANG,3.015299,101.451431
1008441,PASARAYA ECONMART,3.010572,101.466945
1008442,DEWAN SERBAGUNA TAMAN SENTOSA,3.010841,101.467375
1008436,SA881 BUKIT NAGA (BARAT),3.001331,101.494346
1001782,AJ106 LRT AMPANG,3.151223111,101.7604475
1000492,KL91 CITIBANK / INTERCONTINENTAL HOTEL,3.160277615,101.7173027
1001518,(M) KL94 KLCC (UTARA),3.158876,101.712331
1009130,PARK & RIDE LRT AMPANG,3.150269,101.760679
1001828,PJ445 LRT TAMAN JAYA,3.103876,101.644993
1002556,PJ749 WISMA MCIS,3.101026633,101.6422353
1001785,(M) PJ437 LRT ASIA JAYA,3.103882894,101.6391459
1003320,PJ439 SK SRI PETALING (OPP),3.108625,101.639152
1000484,PJ278 DIGITAL MALL SEKSYEN 14,3.110474,101.636336
1005034,PJ302 QUILL 9,3.114216,101.632624
1002012,PJ716 MENARA AMFIRST,3.118122,101.629172
1000836,PJ312 MEDAN SELERA SEKSYEN 19,3.118849,101.628699
1000980,PJ313 KOMERSIAL SEKSYEN 19,3.118281345,101.6262725
1006038,PJ771 KOMERSIAL SS2 (PUBLIC BANK),3.120713,101.621792
1001276,PJ347 KOMERSIAL SS2 (POH KONG),3.117253827,101.6208864
1900004,SS2,3.116222,101.622244
1000204,PJ712 BALAI POLIS SEAPARK,3.117036,101.623111
1002865,PJ349 MEDAN SELERA SEKSYEN 19,3.119018,101.628689
1000944,PJ210 HOTEL LISA DE INN,3.118249,101.630639
1003538,PJ211 FLAT SEKSYEN 17 (SELATAN),3.118937,101.633375
1004190,PJ212 JAYA ONE MALL (OPP),3.118939,101.635496
1002675,PJ237 PUSAT ASASI UIA (SELATAN),3.118802,101.639562
1001955,PJ238 MASJID KOLEJ ISLAM,3.118732,101.640579
1003407,PJ245 SMK SULTAN ABD SAMAD (TIMUR),3.118566,101.645001
1001007,PJ247 MAHSA UNIVERSITY (TIMUR),3.117021739,101.6497826
1004179,PJ251 UNIVERSITY TOWER,3.113503,101.650419
1003630,PJ252 SK SULTAN ALAM SHAH 2,3.112273,101.647177
1002142,PJ253 GERAK BUDAYA,3.111712,101.646397
1004272,PJ443 YAYASAN CANCERLINK,3.108473,101.645841
1001830,PJ343 LRT TAMAN BAHAGIA,3.110742933,101.6130193
1002952,PJ186 RUMAH NO 57,3.10785187,101.6112777
1006208,PETRONAS/SHELL (OPP),3.10816,101.60637
1006209,RUMAH NO 28,3.10945,101.60324
1006210,KUARTERS PDRM,3.10943,101.60006
1003347,PJ633 SMK KELANA JAYA,3.109053454,101.5960715
1001381,PJ331 HIGHPARK SUITES,3.101752623,101.6000244
1006211,PJ770 PANGSAPURI PKNS (OPP),3.102563,101.600384
1006212,DATARAN GLOMAC,3.10455,101.6003233
1002198,PJ506 PERUMAHAN PDRM (OPP),3.105075,101.600731
1003137,PJ513 WISMA REHDA,3.105184062,101.6065792
1006213,RUMAH NO 24,3.10305,101.606737
1000032,7 ELEVEN,3.10082939,101.6054062
1006214,RUMAH NO 159 (OPP),3.099316,101.60424
1006227,RUMAH NO 52,3.096950597,101.6049881
1006216,RUMAH NO 28,3.096366,101.6057627
1003501,YAYASAN TAIWAN BUDDIST (OPP),3.096114731,101.6070212
1001910,PJ183 PERUMAHAN SS 5B,3.100139,101.607028
1002914,PJ202 PERUMAHAN SS 3,3.101656,101.609481
1006217,PJ203 SMK SRI PERMATA,3.101638,101.613569
1003552,PJ340 PERUMAHAN SS 1,3.104662,101.616327
1002107,PJ341 SPG SS 1/32,3.108606,101.616488
1003411,PJ342 SMK TAMAN SEA (OPP),3.110045,101.616185
1006218,PJ187 RUMAH NO 107,3.104773,101.612841
1001134,PJ192 SMK SRI PERMATA (OPP),3.101495,101.614212
1002341,PJ194 PERUMAHAN SS 3,3.099624,101.610988
1000031,PJ195 KOMERSIAL SS 3,3.096785,101.610994
1002879,RUMAH NO 1,3.091518977,101.6111773
1002192,PJ559 PJ ECO RECYCLE PLAZA,3.088571,101.614094
1002167,PJ116 PUSAT KOMERSIAL PJ21,3.090166,101.614831
